"Control_1"	"Control_2"	"Control_3"	"Control_4"	"Du_1"	"Du_2"	"Du_3"	"Du_4"	"name"
"D9QZU2"	NA	NA	NA	NA	363950	588430	2460400	814970	"D9QZU2_CLOSW GHMP kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3798 PE=3 SV=1"
"D9QZU3"	NA	NA	NA	NA	421470	689100	1491700	923480	"D9QZU3_CLOSW Nucleotidyl transferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3799 PE=4 SV=1"
"D9QZU5"	NA	56320	NA	101240	295480	2606000	3467900	2110000	"D9QZU5_CLOSW Chromosomal replication initiator protein DnaA OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=dnaA PE=3 SV=1"
"D9QZU9"	463780	700650	349130	667930	2408700	4519900	3400900	4326300	"D9QZU9_CLOSW DNA gyrase subunit B OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=gyrB PE=3 SV=1"
"D9QZV0"	123330	161530	204180	311270	605370	460470	668140	478280	"D9QZV0_CLOSW DNA gyrase subunit A OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=gyrA PE=3 SV=1"
"D9QZV7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9QZV7_CLOSW Transcriptional regulator, BadM/Rrf2 family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0013 PE=4 SV=1"
"D9QZV8"	NA	NA	NA	NA	134360	NA	1564800	624490	"D9QZV8_CLOSW Hydro-lyase, Fe-S type, tartrate/fumarate subfamily, alpha subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0014 PE=4 SV=1"
"D9QZW0"	NA	NA	NA	NA	NA	NA	NA	NA	"D9QZW0_CLOSW Phospholipid/glycerol acyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0016 PE=4 SV=1"
"D9QZW6"	394220	955040	821880	1137300	1096300	782570	1317500	NA	"D9QZW6_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1834 PE=4 SV=1"
"D9QZX6"	NA	NA	NA	NA	NA	166200	199000	183300	"D9QZX6_CLOSW DNA topoisomerase 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=topA PE=3 SV=1"
"D9QZX7"	801240	1220500	798150	1594500	5179500	5146800	9795100	5121700	"D9QZX7_CLOSW GTP-sensing transcriptional pleiotropic repressor CodY OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=codY PE=3 SV=1;tr"
"D9QZX8"	1609800	485920	1255300	1357200	10370000	12341000	33956000	16157000	"D9QZX8_CLOSW 30S ribosomal protein S2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rpsB PE=3 SV=1"
"D9QZX9"	1554500	1501200	1115800	1925700	4367100	2437500	5221600	4388400	"D9QZX9_CLOSW Elongation factor Ts OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=tsf PE=3 SV=1"
"D9QZY0"	NA	977720	340090	1212000	1974600	3090500	3722700	3183400	"D9QZY0_CLOSW Binding-protein-dependent transport systems inner membrane component OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1848 PE=3 SV=1"
"D9QZY1"	283460	1597400	556770	1644300	2418800	3077400	1771700	NA	"D9QZY1_CLOSW Binding-protein-dependent transport systems inner membrane component OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1849 PE=3 SV=1"
"D9QZY2"	1150800	1965800	1557900	3299500	2478300	3013900	4315800	4059400	"D9QZY2_CLOSW Oligopeptide/dipeptide ABC transporter, ATPase subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1850 PE=4 SV=1"
"D9QZY3"	1620300	1990500	1596700	3403100	2453400	4324900	3941900	6504300	"D9QZY3_CLOSW Oligopeptide/dipeptide ABC transporter, ATPase subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1851 PE=4 SV=1"
"D9QZY4"	10218000	15587000	9924900	18919000	36616000	50768000	72472000	60747000	"D9QZY4_CLOSW Extracellular solute-binding protein family 5 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1852 PE=4 SV=1"
"D9QZY5"	6651300	8721100	7990300	13230000	23161000	30244000	47744000	30620000	"D9QZY5_CLOSW Extracellular solute-binding protein family 5 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1853 PE=4 SV=1"
"D9QZY7"	NA	NA	NA	756400	982980	690310	908290	562310	"D9QZY7_CLOSW Ribosome-recycling factor OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=frr PE=3 SV=1"
"D9QZY8"	NA	NA	NA	NA	217620	243460	401430	304970	"D9QZY8_CLOSW Isoprenyl transferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1856 PE=3 SV=1"
"D9QZZ2"	NA	NA	188250	322780	2379800	2000300	6114400	4826600	"D9QZZ2_CLOSW 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=ispG PE=3 SV=1"
"D9QZZ6"	NA	NA	NA	121520	NA	NA	NA	NA	"D9QZZ6_CLOSW Phosphate acetyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1864 PE=4 SV=1"
"D9R001"	NA	NA	NA	NA	NA	NA	165270	NA	"D9R001_CLOSW DNA topoisomerase (ATP-hydrolyzing) OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1870 PE=4 SV=1"
"D9R006"	NA	NA	NA	NA	NA	101060	71883	NA	"D9R006_CLOSW DNA topoisomerase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1875 PE=4 SV=1"
"D9R007"	136820	87368	81476	NA	203440	246060	2339500	1824700	"D9R007_CLOSW UDP-N-acetylglucosamine pyrophosphorylase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1876 PE=4 SV=1"
"D9R009"	654650	478270	921160	2260500	9265700	11717000	20742000	14388000	"D9R009_CLOSW Uracil phosphoribosyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=upp PE=3 SV=1"
"D9R010"	NA	NA	NA	79825	225990	87788	2417900	NA	"D9R010_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1881 PE=4 SV=1"
"D9R012"	NA	NA	NA	NA	31871	56466	88058	58907	"D9R012_CLOSW DNA polymerase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1883 PE=3 SV=1"
"D9R013"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R013_CLOSW Dephospho-CoA kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=coaE PE=3 SV=1"
"D9R019"	NA	NA	NA	NA	NA	NA	442250	NA	"D9R019_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1890 PE=4 SV=1"
"D9R022"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R022_CLOSW Phosphate propanoyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1893 PE=3 SV=1"
"D9R023"	405720	196550	171990	2360600	4383000	1293600	4203000	2313100	"D9R023_CLOSW Acetate kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=ackA PE=3 SV=1"
"D9R032"	439330	376680	694990	975630	1457800	1771400	2387600	1747200	"D9R032_CLOSW Periplasmic binding protein/LacI transcriptional regulator OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1903 PE=4 SV=1"
"D9R037"	NA	NA	NA	NA	NA	51135	NA	NA	"D9R037_CLOSW Two component transcriptional regulator, AraC family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1909 PE=4 SV=1"
"D9R040"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R040_CLOSW Ribose import ATP-binding protein RbsA OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rbsA PE=3 SV=1"
"D9R042"	20417000	24135000	21464000	35751000	51955000	52689000	93857000	79497000	"D9R042_CLOSW Periplasmic binding protein/LacI transcriptional regulator OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1914 PE=4 SV=1"
"D9R045"	481390	568860	398370	364080	835060	1754100	1098300	1412300	"D9R045_CLOSW Phosphate acyltransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=plsX PE=3 SV=1"
"D9R048"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R048_CLOSW Chromosome partition protein Smc OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=smc PE=3 SV=1"
"D9R049"	NA	399810	292780	225950	12196000	12033000	17930000	15257000	"D9R049_CLOSW Signal recognition particle receptor FtsY OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=ftsY PE=3 SV=1"
"D9R050"	401470	229380	227350	396290	1669100	2214700	9686000	2935800	"D9R050_CLOSW Threonine dehydratase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1922 PE=4 SV=1"
"D9R054"	NA	NA	NA	59268	94907	NA	138680	110850	"D9R054_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1926 PE=4 SV=1"
"D9R062"	NA	179470	346710	NA	NA	368330	529520	722110	"D9R062_CLOSW Accessory gene regulator B OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1934 PE=4 SV=1"
"D9R074"	NA	NA	NA	NA	NA	NA	374810	NA	"D9R074_CLOSW YicC domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1946 PE=4 SV=1"
"D9R075"	NA	NA	NA	NA	NA	NA	193360	NA	"D9R075_CLOSW Guanylate kinase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=gmk PE=3 SV=1"
"D9R077"	NA	NA	NA	NA	178980	662900	287730	NA	"D9R077_CLOSW Ribosomal protein S12 methylthiotransferase RimO OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rimO PE=3 SV=1"
"D9R079"	126750	127770	134950	177300	750600	1194400	2044600	626510	"D9R079_CLOSW Putative competence-damage inducible protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=cinA PE=3 SV=1"
"D9R080"	NA	NA	NA	NA	78955	605130	822050	302680	"D9R080_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1952 PE=4 SV=1"
"D9R083"	509600	77418	240120	119890	389020	797390	3368800	479840	"D9R083_CLOSW Sporulation protein YtfJ OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1955 PE=4 SV=1"
"D9R085"	NA	NA	NA	NA	NA	2262000	NA	4657400	"D9R085_CLOSW 50S ribosomal protein L28 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=rpmB PE=3 SV=1"
"D9R086"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R086_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1958 PE=4 SV=1"
"D9R087"	1818900	1528500	1089700	2318300	22072000	20501000	30494000	15858000	"D9R087_CLOSW DAK2 domain fusion protein YloV OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_1959 PE=4 SV=1"
"D9R088"	NA	20585	NA	17752	77221	69744	174750	106150	"D9R088_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3801 PE=4 SV=1"
"D9R089"	NA	NA	NA	NA	NA	NA	121590	NA	"D9R089_CLOSW Methyltransferase type 11 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3802 PE=4 SV=1"
"D9R094"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R094_CLOSW ABC transporter related protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3807 PE=4 SV=1"
"D9R095"	748730	1309800	692140	1526700	2983300	3105100	6138700	3439500	"D9R095_CLOSW Putative solute-binding component of ABC transporter OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3808 PE=4 SV=1"
"D9R096"	NA	NA	NA	NA	130750	160810	245190	NA	"D9R096_CLOSW Transcriptional regulator, LysR family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3809 PE=4 SV=1"
"D9R0A4"	NA	NA	NA	NA	NA	NA	NA	70614	"D9R0A4_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3817 PE=4 SV=1"
"D9R0A7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0A7_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3820 PE=4 SV=1"
"D9R0B1"	NA	NA	NA	NA	167370	641580	494540	374440	"D9R0B1_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3824 PE=4 SV=1"
"D9R0B5"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0B5_CLOSW DegT/DnrJ/EryC1/StrS aminotransferase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3828 PE=3 SV=1"
"D9R0B7"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0B7_CLOSW Glycosyl transferase family 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3830 PE=4 SV=1"
"D9R0B8"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0B8_CLOSW Glycosyl transferase family 8 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3831 PE=4 SV=1"
"D9R0C1"	NA	NA	NA	NA	174070	NA	NA	387900	"D9R0C1_CLOSW ABC-type sugar transport system periplasmic component-like protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3836 PE=4 SV=1"
"D9R0C6"	540140	579700	385520	1087500	3160400	4978700	8101700	4788000	"D9R0C6_CLOSW Toxic anion resistance family protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3841 PE=4 SV=1"
"D9R0C7"	NA	NA	NA	NA	96939	217050	565390	261800	"D9R0C7_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3842 PE=4 SV=1"
"D9R0C8"	NA	NA	NA	83523	1046400	482550	2446500	828100	"D9R0C8_CLOSW Phosphoglucosamine mutase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=glmM PE=3 SV=1"
"D9R0D0"	96860	NA	NA	239620	316840	266660	513570	135400	"D9R0D0_CLOSW Sortase, SrtB family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3845 PE=4 SV=1"
"D9R0D1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0D1_CLOSW Transcriptional regulator, SARP family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3846 PE=4 SV=1"
"D9R0D2"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0D2_CLOSW Methylglyoxal synthase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=mgsA PE=3 SV=1"
"D9R0D7"	178280	172240	132140	181710	319210	305710	NA	NA	"D9R0D7_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3855 PE=4 SV=1"
"D9R0D8"	NA	NA	NA	NA	NA	80929	NA	NA	"D9R0D8_CLOSW Beta-glucosidase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3856 PE=3 SV=1"
"D9R0D9"	NA	351650	NA	518040	284830	342710	349850	345730	"D9R0D9_CLOSW Binding-protein-dependent transport systems inner membrane component OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3857 PE=3 SV=1"
"D9R0E0"	NA	NA	NA	NA	NA	742250	NA	678010	"D9R0E0_CLOSW Binding-protein-dependent transport systems inner membrane component OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3858 PE=3 SV=1"
"D9R0E1"	24867000	31228000	21515000	31709000	77108000	93913000	148880000	130330000	"D9R0E1_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3859 PE=4 SV=1"
"D9R0E2"	188940	278800	261610	906160	1092000	3141800	5512900	3722400	"D9R0E2_CLOSW Transcriptional regulator, LacI family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3860 PE=4 SV=1"
"D9R0E3"	NA	NA	NA	215830	129680	NA	149860	77333	"D9R0E3_CLOSW Glycosyltransferase 36 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3861 PE=4 SV=1"
"D9R0F4"	NA	NA	NA	NA	NA	NA	274020	NA	"D9R0F4_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3872 PE=4 SV=1"
"D9R0G0"	NA	NA	NA	53077	NA	NA	NA	NA	"D9R0G0_CLOSW Diguanylate cyclase and metal dependent phosphohydrolase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3879 PE=4 SV=1"
"D9R0G2"	NA	217240	NA	182770	1720600	2823800	4397200	3724700	"D9R0G2_CLOSW Transcriptional regulator, LacI family OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3881 PE=4 SV=1"
"D9R0G4"	141850	223600	131820	387920	NA	NA	430140	NA	"D9R0G4_CLOSW Binding-protein-dependent transport systems inner membrane component OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3883 PE=3 SV=1"
"D9R0G6"	11573000	19201000	13029000	28439000	42852000	67828000	93920000	90140000	"D9R0G6_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3885 PE=4 SV=1"
"D9R0G7"	1214000	2967800	1806800	4929200	6707600	8352500	9853400	9646900	"D9R0G7_CLOSW Uncharacterized protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3886 PE=4 SV=1"
"D9R0G8"	NA	123500	NA	78552	NA	193200	NA	256320	"D9R0G8_CLOSW MscS Mechanosensitive ion channel OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3887 PE=4 SV=1"
"D9R0H1"	194670	225640	68284	329010	NA	NA	NA	NA	"D9R0H1_CLOSW Signal peptidase I OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3890 PE=3 SV=1"
"D9R0H3"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0H3_CLOSW Ribose 5-phosphate isomerase B OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3892 PE=4 SV=1"
"D9R0H4"	66561	141890	85784	220760	259930	425000	740920	766070	"D9R0H4_CLOSW Chorismate synthase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=aroC PE=3 SV=1"
"D9R0H5"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0H5_CLOSW 6-phosphogluconolactonase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3894 PE=4 SV=1"
"D9R0H7"	NA	NA	33123	24739	182380	290400	103050	137020	"D9R0H7_CLOSW Spermidine/putrescine import ATP-binding protein PotA OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=potA PE=3 SV=1"
"D9R0I0"	NA	90900	82339	153660	421180	441840	1388000	351910	"D9R0I0_CLOSW Extracellular solute-binding protein family 1 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3899 PE=4 SV=1"
"D9R0J0"	NA	NA	NA	NA	NA	NA	142740	NA	"D9R0J0_CLOSW Radical SAM domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3909 PE=4 SV=1"
"D9R0J6"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0J6_CLOSW Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S) OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3915 PE=4 SV=1"
"D9R0K6"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0K6_CLOSW Alpha/beta hydrolase fold-3 domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3925 PE=4 SV=1"
"D9R0L1"	NA	NA	NA	NA	213060	NA	583810	139940	"D9R0L1_CLOSW Acyl-CoA dehydrogenase domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_3930 PE=3 SV=1"
"D9R0M0"	NA	NA	NA	NA	NA	223570	223650	746770	"D9R0M0_CLOSW DNA polymerase III, delta prime subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0026 PE=4 SV=1"
"D9R0M1"	193630	467870	290500	539530	331740	1204400	1056800	1134900	"D9R0M1_CLOSW PSP1 domain protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0027 PE=4 SV=1"
"D9R0M4"	391430	408370	392290	789950	4019800	3581600	5737400	4478400	"D9R0M4_CLOSW 3-oxoacyl-[acyl-carrier-protein] synthase 3 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=fabH PE=3 SV=1"
"D9R0M5"	NA	NA	NA	NA	NA	493310	NA	NA	"D9R0M5_CLOSW Acyl carrier protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=acpP PE=3 SV=1"
"D9R0M6"	222940	587550	277180	435500	13435000	9215800	32300000	23915000	"D9R0M6_CLOSW Enoyl-(Acyl-carrier-protein) reductase II OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0032 PE=4 SV=1"
"D9R0M7"	NA	NA	NA	NA	NA	NA	102730	NA	"D9R0M7_CLOSW Malonyl CoA-acyl carrier protein transacylase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0033 PE=3 SV=1"
"D9R0M8"	49596	155920	246890	404530	9540700	5101000	34826000	11566000	"D9R0M8_CLOSW 3-oxoacyl-(Acyl-carrier-protein) reductase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0034 PE=3 SV=1"
"D9R0M9"	395650	353700	186540	885960	4888900	2473400	15788000	10189000	"D9R0M9_CLOSW 3-oxoacyl-[acyl-carrier-protein] synthase 2 OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0035 PE=3 SV=1"
"D9R0N0"	50057000	53675000	56905000	61827000	50722000	60607000	64777000	67854000	"D9R0N0_CLOSW Acetyl-CoA carboxylase, biotin carboxyl carrier protein OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0036 PE=4 SV=1"
"D9R0N1"	NA	NA	NA	NA	NA	NA	NA	NA	"D9R0N1_CLOSW 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=fabZ PE=3 SV=1"
"D9R0N2"	211590	179160	242240	429790	1944800	2831700	3334800	3902100	"D9R0N2_CLOSW Acetyl-CoA carboxylase, biotin carboxylase OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0038 PE=4 SV=1"
"D9R0N3"	NA	NA	NA	NA	NA	NA	117430	NA	"D9R0N3_CLOSW Acetyl-CoA carboxylase, carboxyl transferase, beta subunit OS=Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1) GN=Closa_0039 PE=3 SV=1"
