Entry	Entry name	Protein names	Gene names	Organism	EC number	Function [CC]	Pathway	Annotation	Site	Gene ontology (GO)	Gene ontology (biological process)
D9R023	D9R023_CLOSW	Acetate kinase (EC 2.7.2.1) (Acetokinase)	ackA Closa_1894	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.7.2.1	FUNCTION: Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction. {ECO:0000256|HAMAP-Rule:MF_00020}.	PATHWAY: Metabolic intermediate biosynthesis; acetyl-CoA biosynthesis; acetyl-CoA from acetate: step 1/2. {ECO:0000256|HAMAP-Rule:MF_00020}.	3 out of 5	SITE 180 180 Transition state stabilizer. {ECO:0000256|HAMAP-Rule:MF_00020}.; SITE 241 241 Transition state stabilizer. {ECO:0000256|HAMAP-Rule:MF_00020}.	cytoplasm [GO:0005737]; acetate kinase activity [GO:0008776]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; acetyl-CoA biosynthetic process [GO:0006085]; organic acid metabolic process [GO:0006082]	acetyl-CoA biosynthetic process [GO:0006085]; organic acid metabolic process [GO:0006082]
D9R258	D9R258_CLOSW	UDP-N-acetylmuramyl-tripeptide synthetase (EC 6.3.2.-) (UDP-MurNAc-tripeptide synthetase)	murE Closa_2129	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.2.-	FUNCTION: Catalyzes the addition of an amino acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan. {ECO:0000256|HAMAP-Rule:MF_00208}.	PATHWAY: Cell wall biogenesis; peptidoglycan biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00208, ECO:0000256|RuleBase:RU004135, ECO:0000256|SAAS:SAAS00354031}.	3 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; tetrahydrofolylpolyglutamate synthase activity [GO:0004326]; cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell cycle [GO:0007049]; cell division [GO:0051301]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]
D9R4E8	D9R4E8_CLOSW	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	eno Closa_2449	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.2.1.11	FUNCTION: Catalyzes the reversible conversion of 2-phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis. {ECO:0000256|HAMAP-Rule:MF_00318}.	PATHWAY: Carbohydrate degradation; glycolysis; pyruvate from D-glyceraldehyde 3-phosphate: step 4/5. {ECO:0000256|HAMAP-Rule:MF_00318}.	3 out of 5		cell surface [GO:0009986]; extracellular region [GO:0005576]; phosphopyruvate hydratase complex [GO:0000015]; magnesium ion binding [GO:0000287]; phosphopyruvate hydratase activity [GO:0004634]; glycolytic process [GO:0006096]	glycolytic process [GO:0006096]
D9RAA0	D9RAA0_CLOSW	Adenylosuccinate synthetase (AMPSase) (AdSS) (EC 6.3.4.4) (IMP--aspartate ligase)	purA Closa_1581	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.3.4.4	FUNCTION: Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP. {ECO:0000256|HAMAP-Rule:MF_00011}.	PATHWAY: Purine metabolism; AMP biosynthesis via de novo pathway; AMP from IMP: step 1/2. {ECO:0000256|HAMAP-Rule:MF_00011}.	3 out of 5		cytoplasm [GO:0005737]; adenylosuccinate synthase activity [GO:0004019]; GTP binding [GO:0005525]; magnesium ion binding [GO:0000287]; 'de novo' AMP biosynthetic process [GO:0044208]	'de novo' AMP biosynthetic process [GO:0044208]
D9R772	D9R772_CLOSW	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH Closa_2970	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.4.24.-	FUNCTION: Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins. {ECO:0000256|HAMAP-Rule:MF_01458}.		3 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; protein catabolic process [GO:0030163]	protein catabolic process [GO:0030163]
D9R973	D9R973_CLOSW	Cysteine desulfurase IscS (EC 2.8.1.7)	iscS Closa_3295	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.8.1.7	FUNCTION: Master enzyme that delivers sulfur to a number of partners involved in Fe-S cluster assembly, tRNA modification or cofactor biosynthesis. Catalyzes the removal of elemental sulfur atoms from cysteine to produce alanine. Functions as a sulfur delivery protein for Fe-S cluster synthesis onto IscU, an Fe-S scaffold assembly protein, as well as other S acceptor proteins. {ECO:0000256|HAMAP-Rule:MF_00331}.	PATHWAY: Cofactor biosynthesis; iron-sulfur cluster biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00331, ECO:0000256|SAAS:SAAS01084484}.	3 out of 5		cytoplasm [GO:0005737]; 2 iron, 2 sulfur cluster binding [GO:0051537]; cysteine desulfurase activity [GO:0031071]; metal ion binding [GO:0046872]; pyridoxal phosphate binding [GO:0030170]; [2Fe-2S] cluster assembly [GO:0044571]; cellular amino acid metabolic process [GO:0006520]	[2Fe-2S] cluster assembly [GO:0044571]; cellular amino acid metabolic process [GO:0006520]
D9R1G7	D9R1G7_CLOSW	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK Closa_3979	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.5.1.6	FUNCTION: Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme. {ECO:0000256|HAMAP-Rule:MF_00086}.	PATHWAY: Amino-acid biosynthesis; S-adenosyl-L-methionine biosynthesis; S-adenosyl-L-methionine from L-methionine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00086}.	3 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]	one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]
D9R8I6	D9R8I6_CLOSW	Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)]	Closa_3185	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.5.4.26; 1.1.1.193	FUNCTION: Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)-pyrimidinedione 5'-phosphate. {ECO:0000256|PIRNR:PIRNR006769}.	PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; 5-amino-6-(D-ribitylamino)uracil from GTP: step 2/4. {ECO:0000256|PIRNR:PIRNR006769}.; PATHWAY: Cofactor biosynthesis; riboflavin biosynthesis; 5-amino-6-(D-ribitylamino)uracil from GTP: step 3/4. {ECO:0000256|PIRNR:PIRNR006769}.	3 out of 5		5-amino-6-(5-phosphoribosylamino)uracil reductase activity [GO:0008703]; diaminohydroxyphosphoribosylaminopyrimidine deaminase activity [GO:0008835]; NADP binding [GO:0050661]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]	riboflavin biosynthetic process [GO:0009231]
D9R0N3	D9R0N3_CLOSW	Multifunctional fusion protein [Includes: Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta (ACCase subunit beta) (Acetyl-CoA carboxylase carboxyltransferase subunit beta) (EC 2.1.3.15); Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha)]	accD accA Closa_0039	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.1.3.15	FUNCTION: Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA. {ECO:0000256|HAMAP-Rule:MF_01395}.; FUNCTION: Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA. {ECO:0000256|HAMAP-Rule:MF_00823}.	PATHWAY: Lipid metabolism; malonyl-CoA biosynthesis; malonyl-CoA from acetyl-CoA: step 1/1. {ECO:0000256|HAMAP-Rule:MF_01395, ECO:0000256|SAAS:SAAS00127035}.	3 out of 5		acetyl-CoA carboxylase complex [GO:0009317]; acetyl-CoA carboxylase activity [GO:0003989]; ATP binding [GO:0005524]; carboxyl- or carbamoyltransferase activity [GO:0016743]; zinc ion binding [GO:0008270]; fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]	fatty acid biosynthetic process [GO:0006633]; malonyl-CoA biosynthetic process [GO:2001295]
D9R5U9	D9R5U9_CLOSW	S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase)	metK Closa_2732	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.5.1.6	FUNCTION: Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme. {ECO:0000256|HAMAP-Rule:MF_00086}.	PATHWAY: Amino-acid biosynthesis; S-adenosyl-L-methionine biosynthesis; S-adenosyl-L-methionine from L-methionine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00086}.	3 out of 5		cytoplasm [GO:0005737]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]	one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556]
D9R6X0	D9R6X0_CLOSW	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	guaB Closa_1009	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	1.1.1.205	FUNCTION: Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate-limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth. {ECO:0000256|HAMAP-Rule:MF_01964}.	PATHWAY: Purine metabolism; XMP biosynthesis via de novo pathway; XMP from IMP: step 1/1. {ECO:0000256|HAMAP-Rule:MF_01964, ECO:0000256|RuleBase:RU003928}.	3 out of 5		IMP dehydrogenase activity [GO:0003938]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; GMP biosynthetic process [GO:0006177]	GMP biosynthetic process [GO:0006177]
D9R224	D9R224_CLOSW	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)	gpsA Closa_2095	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	1.1.1.94		PATHWAY: Membrane lipid metabolism; glycerophospholipid metabolism. {ECO:0000256|HAMAP-Rule:MF_00394, ECO:0000256|RuleBase:RU004280, ECO:0000256|SAAS:SAAS01090075}.	3 out of 5		glycerol-3-phosphate dehydrogenase complex [GO:0009331]; glycerol-3-phosphate dehydrogenase [NAD(P)+] activity [GO:0047952]; glycerol-3-phosphate dehydrogenase [NAD+] activity [GO:0004367]; NAD binding [GO:0051287]; carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerophospholipid metabolic process [GO:0006650]; phospholipid biosynthetic process [GO:0008654]	carbohydrate metabolic process [GO:0005975]; glycerol-3-phosphate biosynthetic process [GO:0046167]; glycerol-3-phosphate catabolic process [GO:0046168]; glycerophospholipid metabolic process [GO:0006650]; phospholipid biosynthetic process [GO:0008654]
D9R7D0	D9R7D0_CLOSW	GTP 3',8-cyclase (EC 4.1.99.22) (Molybdenum cofactor biosynthesis protein A)	moaA Closa_1042	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.1.99.22	FUNCTION: Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate. {ECO:0000256|HAMAP-Rule:MF_01225, ECO:0000256|SAAS:SAAS01106981}.	PATHWAY: Cofactor biosynthesis; molybdopterin biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01225, ECO:0000256|SAAS:SAAS00138294}.	3 out of 5		molybdopterin synthase complex [GO:0019008]; 4 iron, 4 sulfur cluster binding [GO:0051539]; GTP 3',8'-cyclase activity [GO:0061798]; GTP binding [GO:0005525]; metal ion binding [GO:0046872]; S-adenosyl-L-methionine binding [GO:1904047]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]
D9R033	D9R033_CLOSW	Putative K(+)-stimulated pyrophosphate-energized sodium pump (EC 7.2.3.-) (Membrane-bound sodium-translocating pyrophosphatase) (Pyrophosphate-energized inorganic pyrophosphatase) (Na(+)-PPase)	hppA Closa_1905	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	7.2.3.-	FUNCTION: Sodium pump that utilizes the energy of pyrophosphate hydrolysis as the driving force for Na(+) movement across the membrane. {ECO:0000256|HAMAP-Rule:MF_01129}.		3 out of 5	SITE 441 441 Determinant of potassium dependence. {ECO:0000256|HAMAP-Rule:MF_01129}.	integral component of plasma membrane [GO:0005887]; hydrogen-translocating pyrophosphatase activity [GO:0009678]; inorganic diphosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287]; potassium ion binding [GO:0030955]; proton transmembrane transport [GO:1902600]; sodium ion transport [GO:0006814]	proton transmembrane transport [GO:1902600]; sodium ion transport [GO:0006814]
D9R9E1	D9R9E1_CLOSW	Pyridoxal 5'-phosphate synthase subunit PdxT (EC 4.3.3.6) (Pdx2) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	pdxT Closa_3365	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	4.3.3.6; 3.5.1.2	FUNCTION: Catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the biosynthesis of pyridoxal 5'-phosphate. The resulting ammonia molecule is channeled to the active site of PdxS. {ECO:0000256|HAMAP-Rule:MF_01615}.	PATHWAY: Cofactor biosynthesis; pyridoxal 5'-phosphate biosynthesis. {ECO:0000256|HAMAP-Rule:MF_01615}.	3 out of 5		glutaminase activity [GO:0004359]; pyridoxal 5'-phosphate synthase (glutamine hydrolysing) activity [GO:0036381]; transferase activity [GO:0016740]; glutamine catabolic process [GO:0006543]; pyridoxal phosphate biosynthetic process [GO:0042823]	glutamine catabolic process [GO:0006543]; pyridoxal phosphate biosynthetic process [GO:0042823]
D9R577	D9R577_CLOSW	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA Closa_0655	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	2.1.2.1	FUNCTION: Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF-independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism. {ECO:0000256|HAMAP-Rule:MF_00051}.	PATHWAY: Amino-acid biosynthesis; glycine biosynthesis; glycine from L-serine: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00051}.; PATHWAY: One-carbon metabolism; tetrahydrofolate interconversion. {ECO:0000256|HAMAP-Rule:MF_00051}.	3 out of 5		cytoplasm [GO:0005737]; glycine hydroxymethyltransferase activity [GO:0004372]; methyltransferase activity [GO:0008168]; pyridoxal phosphate binding [GO:0030170]; glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]	glycine biosynthetic process from serine [GO:0019264]; tetrahydrofolate interconversion [GO:0035999]
D9R7V6	D9R7V6_CLOSW	ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-)	ftsH Closa_3077	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.4.24.-	FUNCTION: Acts as a processive, ATP-dependent zinc metallopeptidase for both cytoplasmic and membrane proteins. Plays a role in the quality control of integral membrane proteins. {ECO:0000256|HAMAP-Rule:MF_01458}.		3 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; protein catabolic process [GO:0030163]	protein catabolic process [GO:0030163]
D9RAR8	D9RAR8_CLOSW	Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)	aspS Closa_3591	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	6.1.1.23	FUNCTION: Aspartyl-tRNA synthetase with relaxed tRNA specificity since it is able to aspartylate not only its cognate tRNA(Asp) but also tRNA(Asn). Reaction proceeds in two steps: L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp/Asn). {ECO:0000256|HAMAP-Rule:MF_00044}.		3 out of 5	SITE 134 134 Important for tRNA non-discrimination. {ECO:0000256|HAMAP-Rule:MF_00044}.	cytoplasm [GO:0005737]; aspartate-tRNA ligase activity [GO:0004815]; aspartate-tRNA(Asn) ligase activity [GO:0050560]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; aspartyl-tRNA aminoacylation [GO:0006422]	aspartyl-tRNA aminoacylation [GO:0006422]
D9R2J6	D9R2J6_CLOSW	Potassium-transporting ATPase ATP-binding subunit (EC 3.6.3.12) (ATP phosphohydrolase [potassium-transporting] B chain) (Potassium-binding and translocating subunit B) (Potassium-translocating ATPase B chain)	kdpB Closa_4113	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	3.6.3.12	FUNCTION: Part of the high-affinity ATP-driven potassium transport (or Kdp) system, which catalyzes the hydrolysis of ATP coupled with the electrogenic transport of potassium into the cytoplasm. This subunit is responsible for energy coupling to the transport system. {ECO:0000256|HAMAP-Rule:MF_00285}.		3 out of 5		integral component of plasma membrane [GO:0005887]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; potassium-transporting ATPase activity [GO:0008556]	
D9R6S2	D9R6S2_CLOSW	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH Closa_0959	Clostridium saccharolyticum (strain ATCC 35040 / DSM 2544 / NRCC 2533 / WM1)	1.17.7.4	FUNCTION: Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP/MEP pathway for isoprenoid precursor biosynthesis. {ECO:0000256|HAMAP-Rule:MF_00191, ECO:0000256|SAAS:SAAS01001098}.	PATHWAY: Isoprenoid biosynthesis; dimethylallyl diphosphate biosynthesis; dimethylallyl diphosphate from (2E)-4-hydroxy-3-methylbutenyl diphosphate: step 1/1. {ECO:0000256|HAMAP-Rule:MF_00191, ECO:0000256|SAAS:SAAS01001092}.; PATHWAY: Isoprenoid biosynthesis; isopentenyl diphosphate biosynthesis via DXP pathway; isopentenyl diphosphate from 1-deoxy-D-xylulose 5-phosphate: step 6/6. {ECO:0000256|HAMAP-Rule:MF_00191, ECO:0000256|SAAS:SAAS01001076}.	3 out of 5		4 iron, 4 sulfur cluster binding [GO:0051539]; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase activity [GO:0051745]; metal ion binding [GO:0046872]; dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	dimethylallyl diphosphate biosynthetic process [GO:0050992]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]
